image_path,shape_count
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_0,6
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_1,10
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_2,6
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_3,10
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_4,7
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_5,7
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_6,9
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_7,3
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_8,9
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_9,4
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_10,2
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_11,4
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_12,8
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_13,5
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_14,4
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_15,10
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_16,7
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_17,2
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_18,10
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_19,10
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_20,6
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_21,9
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_22,5
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_23,4
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_24,6
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_25,4
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_26,3
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_27,8
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_28,2
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_29,8
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_30,3
./CircSqrTriRecElp_WonB/CircSqrTriRecElp_WonB_31,2
